Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Fecha_Publicacion;Inmobiliaria
cabaprop;barrio-norte;Departamento;Anchorena 1500;750000;190000;Doctor Tomás Manuel de Anchorena al 1500;38;38;2;1;1;https://cabaprop.com.ar/propiedad/69536a08269e10adbfed2a5e/Anchorena-1500;30/12/2025;ESCALADA PROPIEDADES
cabaprop;barrio-norte;Departamento;Arenales 1800, Excelente Departamento 2 Ambientes, Piso Alto Vista Abierta En Barrio Norte;700000;160000;Arenales al 1800;48;42;2;1;1;https://cabaprop.com.ar/propiedad/69142c104ccdf11f37c34ade/Arenales-1800-Excelente-Departamento-2-Ambientes-Piso-Alto-Vista-Abierta-En-Barrio-Norte;12/11/2025;Jumo Inmobiliaria Montalto Propiedades
cabaprop;barrio-norte;Departamento;Departamento - Alquiler - Capital Federal;790000;327480;SANTA FE AVDA. al 3000;51;46;2;1;1;https://cabaprop.com.ar/propiedad/690ed75a4ccdf11f37bdcc0c/Departamento---Alquiler---Capital-Federal;8/11/2025;LEPORE
cabaprop;barrio-norte;Departamento;DEPRARTAMENTO EN ALQUILER EN BARRIO NORTE/PALERMO - CABRERA AL 3000;540000;;José A. Cabrera al 3000;43;43;2;1;1;https://cabaprop.com.ar/propiedad/68fbc8515f9b3aad8547aa56/DEPRARTAMENTO-EN-ALQUILER-EN-BARRIO-NORTE-PALERMO---CABRERA-AL-3000;24/10/2025;MOLES INMOBILIARIA
cabaprop;barrio-norte;Departamento;Alquiler 3 amb. Recoleta, Vista abierta.;800000;230000;Agüero al 1400;49;49;3;2;1;https://cabaprop.com.ar/propiedad/68f0ebf45f9b3aad853ac2db/Alquiler-3-amb-Recoleta-Vista-abierta;16/10/2025;ALEJANDRO NAZAREVICH & ASOCIADOS
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 2 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL;550000;202022;Av. Corrientes al 2100;4163;4163;2;1;1;https://cabaprop.com.ar/propiedad/68ee72e25f9b3aad85378b25/DEPARTAMENTO-2-AMBIENTES---BARRIO-NORTE-CAPITAL-FEDERAL;14/10/2025;BAGÚ PROPIEDADES
cabaprop;barrio-norte;Departamento;Mansilla y Austria. muy luminoso.;750000;120000;Mansilla al 2900;55;55;3;2;1;https://cabaprop.com.ar/propiedad/68d386265f9b3aad85134e0f/Mansilla-y-Austria-muy-luminoso;24/9/2025;MOSQUERA
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 2 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL;580000;290000;Paraguay al 1400, entre Uruguay y Parana, Caba0;50;50;2;1;1;https://cabaprop.com.ar/propiedad/68cb5b23134581922c9ae3b6/DEPARTAMENTO-2-AMBIENTES---BARRIO-NORTE-CAPITAL-FEDERAL;17/9/2025;Javier Lopez Soluciones Inmobiliarias
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 2 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL;400000;204600;ALVEAR MARCELO T. al 700;48;48;2;1;1;https://cabaprop.com.ar/propiedad/689a4856fe498ea260f25ff1/DEPARTAMENTO-2-AMBIENTES---BARRIO-NORTE-CAPITAL-FEDERAL;11/8/2025;ARMANDO PEPE S.A.
cabaprop;barrio-norte;Departamento;Alquiler 2 Amb Impecable Barrio Norte - Luminoso y Conectado;550000;100000;Doctor Tomás Manuel de Anchorena al 1200;43;43;2;1;1;https://cabaprop.com.ar/propiedad/6898b153fe498ea260ef54f1/Alquiler-2-Amb-Impecable-Barrio-Norte---Luminoso-y-Conectado;10/8/2025;KICKBUSH INTERMEDIACIÓN INMOBILIARIA
cabaprop;barrio-norte;Departamento;Departamento - Alquiler - Capital Federal;490000;220000;Av Pueyrredon al 1100;35;35;2;1;1;https://cabaprop.com.ar/propiedad/6874abeccd83918b5fc17bea/Departamento---Alquiler---Capital-Federal;14/7/2025;LEPORE
cabaprop;barrio-norte;Departamento;Departamento en alquiler apto profesional;800000;190000;Paraná al 1000;47;47;2;1;2;https://cabaprop.com.ar/propiedad/6862a4856a70b7438bc34896/Departamento-en-alquiler-apto-profesional;30/6/2025;Maria Laura Gregoriadis
cabaprop;barrio-norte;Departamento;Alquiler Temporal Sobre Arenales | Recoleta | Espectacular Depto;800000;220000;Arenales al 1800;90;90;3;2;2;https://cabaprop.com.ar/propiedad/673604eaa56e6b33337db61b/Alquiler-Temporal-Sobre-Arenales-Recoleta-Espectacular-Depto;14/11/2024;Valerio Valentín Di Ciaccio Bienes Raíces
cabaprop;barrio-norte;Departamento;Departamento, Excelente Ubicacion Apto Profesional.;600000;150000;Paraná al 1000;36;36;2;1;1;https://cabaprop.com.ar/propiedad/6706a546a028f98394726556/Departamento-Excelente-Ubicacion-Apto-Profesional;9/10/2024;Maria Laura Gregoriadis
